Datetime,Content,Username,DisplayName,Location,Lang,Content_en,Polarity,subjectivity
2023-06-15 14:23:45+00:00,ricardobsalinas tuimss tio ricardobsalinas solo hubieras dicho numero equivocado,rk_tabares,rk tabares,unknown,es,RICARDOBSALINAS TUIMSS TIO RICARDOBSALINAS YOU WILL ONLY SAID MAKE NUMBER,0.0,1.0
2023-04-27 16:19:06+00:00,danielborrego87 patyarmendariz tuimss no la jodas es de mecha corta y te va a rayar la madre,karim_85,k. abugaber,mexico lindo y querido,es,Patyarmendariz tuimsss does not screw it is short and the mother is going to scratch you,0.0,0.3
2023-06-21 15:44:06+00:00,"precaucion   protestan y bloquean avenida revolucion

vecinos de la colonia periodistas en pachuca denuncian el peligro que representa el abandono de las antiguas oficinas del issste ubicadas en la zona

con pancartas y lonas cerca de 30 ciudadanos han interrumpido la circulacion de la vialidad por lo que el trafico ya es desviado",effetainfo,effeta.info,"pachuca de soto, hidalgo",es,Caution They protest and block Revolution Avenue neighbors of the journalists in Pachucha denounce the danger of the abandonment of the ancient offices of the ISSSTE located in the area with banners and canvases near citizens have interrupted the circulation of vitality so that the traffic is already It is diverted,0.1,0.4
2023-05-14 02:29:03+00:00,rosaliliatorrs zoerobledo tuimss hessigloxxi actos indecentes es un termino medio obsoleto y ademas ambiguo dejen la doble moral para otro momento lo que haga con sus nalgas es asunto suyo mientras haya consentimiento de ambas partes en todo caso el problema seria que dejo la camara encendida durante una reunion,capitanjuanelo,juan camaney,cdmx,es,ROSALILIATORRERS ZOERObledo TUIMSS HESSIGLOXXI INDECENT ACTS It is an obsolete medium term and also ambiguous leave the double moral for another moment what he does with his buttocks is his business while there is consent of both parties in any case the problem would be that I leave the camera on for a meeting,0.0,0.125
2023-05-28 14:41:39+00:00,tuimss en donde brindan informacion para solicitar los reembolsos de gastos particulares por ausencia de su servicio,yulidomcar,yuli dominguez,unknown,es,Timsss where they provide information to request the reimbursements of particular expenses for the absence of their service,0.07708333333333332,0.16666666666666666
2023-05-22 18:00:26+00:00,tuimss imssbienestar no hay el medicamento rivaroxaban de 15mg unidad hgr1 v guerrero y la respuesta de la farmacia dijo que no sabia cuando llegaria este medicamento es para la taticardia ya lleva una semana sin tomar el medicamento fatal con esos directores httpstcoyq75lexr8o,jennysan2222,jenny sanchez,unknown,es,IMSSBIENSTAR,0.0,0.0
2023-05-07 15:15:08+00:00,juliopatan09 heraldodemexico genial como siempre  y que decir de los libros de texto en educacion primaria o secundaria que  ahora recuperan los saberes de la comunidat o de los nuevos especialistas del imssimss bienestar httpstcofp1jstwdub,carmenc13662429,carmen camarillo gomez,unknown,es,Heraldodemexico Great as always and what to say of textbooks in primary or secondary education that now recover the flavors of the community or the new specialists of the IMSSIMSS Welfare,0.25909090909090915,0.5011363636363636
2023-06-12 21:31:07+00:00,imsspue buenas tardes por favor me apoyan con una duda mi familiar pertenece a la clinica 41 huejotzingo de ahi lo enviaron a cuautlancingo y estuvo una semana hospitalizado donde debe cobrar sus viaticos en ninguna de las 2 clinicas los quieren hacer validos,krisstyne1, kriss+yne klein ,unknown,es,IMSSPUE good afternoon please support me with a question my relative belongs to the Huejotzingo clinic of Ahi they sent him to Cuautlancingo and spent a week hospitalized where he must collect his per diem in any of the clinics they want to make them valid,0.19999999999999998,0.23333333333333336
2023-05-09 22:32:04+00:00,"convocan a medicos jubilados a sumarse a imss bienestar
httpstcomzeaffwb7b",realidadsanluis,realidad san luis,unknown,es,They summon retired doctors to join IMSS well -being,0.0,0.0
2023-06-20 02:26:47+00:00,sepmx  hasta cuando sera obligatorio el uso de cubrebocas en la primaria y secundaria   en la primaria de mi hija y secundaria de mi  hijo en cdmx siguen exigiendo el uso del cubrebocas por parte  de la oms y secretaria de salud dieron por terminada la pandemia,skymountain75,juan carlos figueroa,unknown,es,Know until it will be mandatory to use covers in primary and secondary school in my daughter and secondary school of my son in which they continue to demand the use of the covers by WHO and secretary of health ended the pandemia,-0.06666666666666665,0.3666666666666667
2023-05-21 00:39:41+00:00,la pagina de la udg dice q es 1 ano en mi pero en la del imss dice q son 2 y yo quiero estar en centro medico  a kien creerle,couprangcita,viko hyolo is coming,she/her/ella,es,The UD page says that it is anus in me but in the IMSS it says that they are and I want to be in a medical center to believe it,-0.05,0.05
2023-06-01 05:06:48+00:00,francasch tuimss avisanos que pasa con la atencion a tu familiar,arlo5,chacbalam,mexico,es,Francesca Timss let us know what happens to your family member,0.0,0.0
2023-05-10 15:31:48+00:00,hoy cumplo 3 anos trabajando en el imss como pasa el tiempo vedaaaa,yessikatellez,yess,"monclova, coahuila de zaragoza",es,Today I am working on the IMSS as the vented time passes,0.0,0.0
2023-02-23 04:22:02+00:00,"buenas noticias para choluteca  
el diputado mauriciorltv fue notificado que el a bcieorg en coordinacion con la secretaria de salud iniciara los estudios construccion mobiliario equipamiento para la construccion del nuevo hospital de choluteca httpstcooucgeq3uvy",bancadalibre,bancada libre,"tegucigalpa, honduras",es,Good news for Choluteca the deputy Mauriciorltv was notified that the A Ciborg in coordination with the Secretary of Health began the studies of furniture equipment Equipment for the construction of the new Choluteca hospital,0.41818181818181815,0.5272727272727273
2023-06-02 17:38:20+00:00,alexitesm si alguna vez fuiste al imss issste o secretaria de salud de algun estado debiste darte cuenta que esto de la falta de medicamentos desde siempre ya eres mayor como inventate que antes habia mucho medicamento deja de decir tonterias,federic60467429,federico romero,unknown,es,Alexitesm If you ever went to IMSS ISSSTE or Secretary of Health of some condition you should realize that this of the lack of medicines is always older as you in invent that before there was a lot of medicine stop saying nonsense,0.16666666666666666,0.3333333333333333
2023-05-29 15:16:40+00:00,"la tristeza puede ayudarte a sanar en momentos dificiles o procesos de duelo pero si dura demasiado puede llevar a la depresion  

rompe el ciclo vivesaludablemente

conadicmx mxstconsame psiquiatriasap issstemx tuimss httpstcosur35tbxdx",unemecapaofic,uneme capa,ciudad de mexico,es,Sadness can help you heal at difficult times or grieving processes but if it lasts too much it can lead to depression breaks the lively conadicmx mxstconsame psychiatrias,-0.05454545454545454,0.5666666666666667
2023-05-01 01:54:21+00:00,tuimss henrymartinm y tu antonioattolini cuanto te mamaste en sueldo sin siquiera pisar una clinica,lemurgarcia,luis garcia,unknown,es,Tuimss Henrymartinm and your Antonioattolini how much you suited you in salary without even stepping on a clinic,0.2,0.2
2023-05-29 17:35:22+00:00,le alcanzara al presidente su pension del issste para vivir modestamente cuando deje su cargo si o no soy juan fco castaneda y te espero de1a3 en indigo noticias,jfcastaneda9,juan fco. castaneda,mexico,es,He will reach the President of the ISSSTE pension to live modestly when he left his position if or I am Juan Feo Costanera and I wait for you in Indigo News,0.07878787878787878,0.4666666666666666
2023-05-05 01:18:11+00:00,bien feliz yo por que iba a ir a comer con unos amigos por que se va de viaje mi compadre y terminamos en el pinche imss puta madre abuela,angelillo_nillo,angel escamilla,unknown,es,Well happy I was going to eat with some friends because my compadre goes on a trip and we ended up at the IMSS fucking mother grandmother,0.10000000000000003,0.9
2023-02-11 03:47:31+00:00,"secretariadesalud tuxtlagtz covid primeradosis

vacunan contra covid19 a poblacion de 18 anos en adelante

la secretaria de salud municipal instalo un modulo de vacunacion contra covid19 para poblacion de 18 anos en adelante en el parque central de tuxtla gutierrez httpstcouvkku1j9ej",ensaladadeg,ensalada de grillos,"tuxtla gutierrez, chiapas",es,SECRETARIEDESALUD TUXTLAGTZ FOUNDED FOOD VACCINE AGAINST POPULATION OF THE ONE,0.0,0.0
2023-06-18 15:54:49+00:00,en la paz no hay retinologo en tuimss  y dejaron a muchos pacientes en espera de citas para traslado a cd obregon quien sabe hasta cuando,cocinerita,hedone,"la paz, baja california sur ",es,In La Paz there is no retinology in Timss and left many patients waiting for appointments to transfer to CD Oregon who knows until when,0.25,0.25
2023-05-15 21:29:50+00:00,mreldiablo8 tuimss hasta me dio lastima el senor el tambien tiene sus necesidades y no le sabe a la tecnologia ,liilyflow,lilyflowers,unknown,es,Tuimsss until I hurt the Lord also has his needs and does not know the technology,0.0,0.0
2023-06-22 03:10:45+00:00,"vifrse siii nos seguimos viendo de vez en cuando en reuniones de una de las hijas
ademas le ayude a sacar su pension imss y la tarjeta de bienestar 
cero rencor pues",c_piquete,cafecon/piquete,mexico,es,Leaving yes we continue to see ourselves from time to time in meetings of one of the daughters also help you take out your IMSS pension and the zero welfare card because,0.0,0.0
2023-04-27 18:55:45+00:00,"enterate el nuevo hospital del imss en cuautlancingo atendera a mas de 100 mil derechohabientes confirmo el doctor ulises cruz apanco titular de jefatura de servicios medicos

httpstcofcdjwgtuzf httpstco3sq1szlv62",cntroobservador,el observador del centro,"puebla, pue.",es,You founded the new IMSS hospital in Cuautlancingo to attend more than a thousand right holders confirmed Dr. Ulises Cruz Aparco head of Headquarters of Medical Services HTTPSTCOFCDJWGTUZF,0.26441558441558444,0.498051948051948
2023-05-24 02:13:00+00:00,drdecorazon1 gabo62675211 tuimss si es normal que lo hagan  afortunadamente no todos ,raafful,rafael cortez moreno,unknown,es,Tuimss if it is normal for them to do it fortunately not all,-0.02500000000000001,0.6749999999999999
2023-06-20 00:52:07+00:00,agrotechniccal todos los asegurados que pagamos las cuotas del imss ya no paguemos por ese servicio y paguemos por un seguro individual en clinica particular y no es por la gente es por el bruto de amlo,ismaelmayoralc1,ismael mayoral cervantes,unknown,es,Agrotechniccal All the insured that we pay the IMSS quotas no longer pay for that service and pay for individual insurance in particular clinics and it is not for the people is for the gross of bad,-0.1333333333333333,0.35
2023-05-03 05:00:54+00:00,claudiashein tambien nacio en el imss bienestar como geraldine httpstcon6qtkwpryd,lobomnxs,wolfshade101,luis meneses loyola ,es,Claudiashein also was born in the IMSS well -being like Geraldine,0.0,0.0
2023-06-12 02:41:57+00:00,tengo mas medicamentos en mi sistema que los que hay en el imss,karlazeferino1,karla zeferino,"centro, tabasco",es,I have more medications in my system than those in the IMSS,0.5,0.5
2023-06-14 21:59:49+00:00,"ummm no esta senora es de la cuerda de ospina ella fue su secretaria de salud
el periodo de ospina es el que tiene a cali asi
gracias pero no",pyf_opinador,fpo,unknown,es,"ummm This is not the Lord is from the opinion of the opinion, she was her secretary of health, the opinion period is the one that has Cali thanks but not",0.2,0.2
2023-06-03 15:43:18+00:00,claudiashein lopezobrador claudiashein si celebra ud esta informacion sesgada al buen momento economico que presume vive mexico la invito que vaya a visitar los hospitales del gobierno issste e imss para que vea el buen momento de falta de medicinas de falta de atencion por no haber medicamentos etc,alejand14644564,alejandro medina,"naucalpan de juarez, mexico",es,CLAUDIASHEIN LOPEZOBRADOR CLAUDIASHIN If you celebrate this information biased to the good economic moment that Vive Mexico presumes it that I invite you to visit the hospitals of the ISSSTE and IMSS government to see the good moment of lack of medicines of lack of attention because there are no medications etc.,0.5333333333333333,0.46666666666666673
2023-06-16 05:59:44+00:00,rturrent claudiashein y que no necesiten imss delbienestar,jorge1r2,nihao ! nin hao !,unknown,es,Rurrent Claudiashein and that do not need ims delbienestar,0.0,0.0
2023-04-28 08:18:08+00:00,"que significa la desaparecer el insabi

sera el imss quien se encargue de todo aquel que no cuente con seguridad social en mexico es decir unos 30 millones mas de mexicanos es claro que saturaran aun mas al imss como si con el desabasto de medicinas no fuera suficiente",eliott00424793,eliott.,unknown,es,What does the disappear mean will be the IMSS who is responsible for anyone who does not count social security in Mexico in Mexico,-0.02638888888888889,0.43472222222222223
2023-04-28 03:59:25+00:00,opinion no popular ame la atencion del imss,lulidil94,luli,internet,es,Non popular opinion loves the IMSS,0.6,0.9
2023-06-21 19:30:00+00:00,"coahuila  integrantes de la cmic piden transparencia en los mas de 2 mmdp a destinados por el gobierno federal para el issste en la entidad pues todo este dinero se entrego solo a 2 empresas una de cdmx y otra de quintana roo
nota completa aqui 
httpstcov2popargxi httpstcohs1iep4q1e",coahuilense_el,el coahuilense,"saltillo, coahuila",es,Coagula members of the click ask for transparency in the MORE in a way to destined by the federal government for the ISSSTE in the entity because all this money was delivered only to companies one of how and another of fifth gold complete note here,0.19999999999999998,0.6333333333333333
2023-03-07 01:20:04+00:00,ssm alerta sobre comercializacion indebida de prostalif morelia michoacan la secretaria de salud de michoacan ssm a traves de la comision estatal para la proteccion contra riesgos sanitarios coepris alerta a la poblacion sobre la httpstcoywh5v2f0qh httpstcomb6virudgw,vivemaravatio,vive maravatio,"maravatio, michoacan",es,SAM Alert on improper marketing of Prostalif Morena Machacan The Ministry of Health of Machacan Sam through the State Commission for Protection against Health Risks Purchases alerts the population about the,0.0,0.0
2023-06-18 06:22:24+00:00,neurosurgeonnn ferjaz2021 lopezobrador adanaugusto segobmx tuimss oscarpalomera beatrizgmuller disculpa la pregunta pero porque tendria que apoyar el gobierno fue accidente de trabajo y alli trabajaba ,ele99939565,rossy,unknown,es,Neurogenn Lopezobrador Comanugusto Segobmx Tuimss Oscarpalomera Beatrizgmuller Sorry for the question but because I would have to support the government was an accident at work and there worked,-0.5,1.0
2023-05-10 13:45:49+00:00,webinar del insabi al imss bienestar soluciones para los dispositivos medicos en un entorno cambiante httpstco8vludtvbiu,dispomeds,dispositivos medicos canifarma,mexico,es,Reign from the insane to IMSS Welfare solutions for medical devices in a changing environment,-0.5,0.5
2023-05-12 16:36:56+00:00,donapily2 que lo denuncien para que la secretaria de salud lo mande sacrificar,mireyamantillah,emeemeache,unknown,es,that they denounce it so that the Secretary of Health sends him to sacrifice,0.0,0.0
2023-06-09 01:34:21+00:00,4 del imss  que fue jefe de farmacia me comento que los responsables de la tremenda escasez de medicamentos  son los administradores de clinicas y hospitales que no saben como calcular un stock razonable de medicamentos para que no falten ni sobren,p51rivera,don river play,"san pedro tlaquepaque, jalisco",es,"of the IMSS who was head of Pharmacy, I told me that those responsible for the tremendous shortage of medicines are clinic and hospitals administrators who do not know how to calculate a reasonable stock of medicines so that they do not miss or over",0.24444444444444446,0.7166666666666667
2023-06-15 03:30:46+00:00,"zoerobledo ay  zoe el sistema de salud esta peor que nunca y quieres
irte de gobernador a chiapas tenemos 3 anos sin litio en el imss cuantos enfermos mentales vamos a ver en las calles",qkiss_soto,qkiss soto,unknown,es,Zoerobledo Ay Zoe The health system is worse than ever and you want to go from governor to sparks we have years without lithium in the IMS how many mentally ill we will see in the streets in the streets,-0.13333333333333333,0.7000000000000001
2023-02-19 13:21:00+00:00,"en 2022 la secretaria de salud de hidalgo registro 13 muertes maternas y en este ano va una 

httpstcow9vrg2qmhb",amdigitalhgo,amhidalgo,"pachuca de soto, hidalgo",es,In the Secretary of Health of Hidalgo registration maternal deaths and in this anus goes a,0.0,0.0
2023-06-26 19:30:20+00:00,"economia  imss promueve incorporacion de trabajadores agricolas  a la seguridad social
detalles 
httpstcoqlthjypazz httpstcomtg7rqxztt",fabiannavm,faby vazquez,"zamora, michoacan de ocampo",es,IMSS economy promotes incorporation of agricultural workers to Social Security Details HTTPSTCOQLTHJYPAZZ,0.03333333333333333,0.06666666666666667
2023-06-27 13:50:42+00:00,oye issstemx que hay de cierto que el proximo viernes corren a todos los empleados del turissste  cierran las puertas  los van a liquidar o les van a receta le la misma que a los empleados de las agencias estatales  a las 550 pm les van avisar que estan fuera,guerre_adriano,adriano.guerre,"venustiano carranza, distrito ",es,Hey ISSSTEMX that is true that next Friday runs to all the employees of the Turisssste they close the doors are going to liquidate them or they are going to recipe them as the employees of the state agencies to the PM are notified that they are outside,0.11666666666666665,0.23333333333333336
2023-05-25 02:41:51+00:00,imss acuatico cuautlancingo httpstcofztawkrpw6,ehuertacuevas,e huerta cuevas,donde estamos cuando pensamos,es,IMSS Aquatico Cuautlancingo,0.0,0.0
2023-05-03 20:31:06+00:00,mariodico50 gas bienestar logro que bajara el gas insabi ya dieron los datos que imss bienestar ya esta tomando su lugar y cuando nos aclaras lo de tu picador claudio x 35  millones en ayuda para mejorar su papel financiamiento de eeuu eso es traicion a la patria,ulisesl32130209,ulises lopez,unknown,es,Gas welfare achieved that the insane gas would have already given the data that IMSS Welfare is already taking its place and when you clarify the Picador Claudio X million in help to improve its role Financing of the US that is treason to the homeland,-1.0,1.0
2023-06-08 23:11:51+00:00,"arturozaldivarl hlgatell basta ver como en el imss que dirige zoerobledo un dia si y al otro tambien se lesionan los derechos de pacientes que viven con vih se niega la vacunacion contra el monkeypox y se practica la serofobia 
son un cancer en la vida de los mexicanos y mas de la comunidad lgbt",angelcacahoatan,angel,"cacahoatan, chiapas",es,Arturozaldivarl Hlgatell is enough to see how in the IMSS that runs Zoerobledo one day if and the other the rights of patients living with HIV are also injured the vaccination against monkeypox and acrophobia is practiced are a cancer in the lives of Mexicans and More of the LGBY community,0.125,0.4583333333333333
2023-05-02 06:22:53+00:00,soycomunicoiogo a kilometros se ve que es un imss bienestar quien no este de acuerdo es un golpista mal intencionado pagado por salinas el prian y la mafia del poder,samsanhdz,samuel sanchez hernandez,"tlaxcala, mexico",es,I am Communicoiogo to kilometers it is seen that it is an IMSS welfare who does not agree is a malicious golfer paid by Salinas el Brian and the power mafia,0.0,0.0
2023-05-05 22:40:13+00:00,resurgenl en todas las clinicas del imss es igual,carlose55763076,charly wick rayados mty,"monterrey, nuevo leon",es,Resurge in all IMSS clinics is the same,0.0,0.125
2023-05-03 05:18:56+00:00,vannessarr tuimss arquine roduranz felipeorensanz mira lo que esta haciendo la sedatumx si te interesa ver la nueva politica urbana y de vivienda del gobierno actual,rosh_hazeem,rod,mexico city,es,Vannessar Tuimsss ruined Rodaran Felipeensanz Look what Sedatumx is doing if you are interested in seeing the new urban and housing politics of the current government,0.09659090909090909,0.3386363636363636
2023-05-08 01:12:59+00:00,las enfermeras del imss me dicen senora me voy a matar,lealkeilam,keila leal,unknown,es,IMSS nurses tell me Senora I'm going to kill,0.0,0.0
2023-05-26 17:31:22+00:00,joao989mr soyamigo1119558 fallen00543727 vawhiskas dante199923 ghostk81325826 mrssexmand1 alvino201p ayuda los del imss me persiguen httpstcofowl9pyp8i,alexander_emper,tu emperador,ojo del terror,es,Vawhiskas helps IMSS chase me,0.0,0.0
2023-06-02 23:51:38+00:00,esta en el imss,alexuhg_,alexis - acsa,he/she  tsu 19 anos ,es,is in the IMSS,0.0,0.0
2023-06-15 20:53:46+00:00,"hace dias firme lo ultimo que me ligaba al imsssonora tuimss  en otra publicacion les dare detalles de mi decision de salir de ahi les adelanto una historia de traicion abuso de poder frustracion y mi peor etapa profesional

lo hare porque lo necesito y lo creo justo",edelgadillo23,enrique delgadillo ,unknown,es,I am firm as the last thing that linked me to the IMSSSONORA TUIMSS in another publication I will give them details of my decision to get out of there I advance a story of betrayal of power of power and my worst professional stage I will do it because I need it and I think it just,-0.27499999999999997,0.3916666666666667
2023-05-15 07:21:25+00:00,tuimss y cual es lo increible hacer medianamente mal el trabajo por el que les pagamos tratando de justificar sus negligencias que burros son pido perdon a los burros ponganse a trabajar para eso les pagamos mantenidos,laupglez1,lau p. glez,unknown,es,"Tuimsss and what is the incredible to do the work for which we pay them trying to justify their negligence that donkeys are asking for the donkeys, get to work for that we pay them held",0.9,0.9
2023-06-26 19:39:44+00:00,recomienda imss veracruz a mujeres practicarse papanicolaou httpstcoe47tgnc22e,reyesisidoro,arturo reyes isidoro,"xalapa, mexico",es,IMSS Veracruz recommends women to practice papasenicolau,0.0,0.0
2023-04-19 19:56:53+00:00,recibimos la visita en la secretaria de salud queretaro ssaludqro de la directora juridica de la fiscalia general queretaro mtra rubi gpe aguilar guerrero para platicar y fortalecer en lo que a salud respecta los protocolos amber y alba contigo por las y los queretanos httpstcoez0xhk8oah,martinap_rendon,martina perez rendon,unknown,es,We received the visit in the Secretary of Health Queretaro Ssaludqro of the legal director of the Attorney General Queretaro another Rubi Pe Aguilar Guerrero to talk and strengthen as far as health respects the protocols Amber and Alba with you for you,0.11666666666666665,0.5666666666666667
2023-05-30 23:16:21+00:00,"en la clinica 2 del imss constitucion en el segundo piso cruzas las puertas de cristal que estan subiendo a mano derecha justo para donde esta laboratorios 
al cruzar la primera puerta a la izquierda hasta el fondo preguntan a la senorita por el tratamiento de prep para vih",erickmbarreto,aesth-erick,"monterrey, nuevo leon",es,In the Clinic of the IMSS Constitution on the second floor you cross the glass doors that are rising on the right hand just where this laboratories crossing the first door to the left to the bottom ask the Lorda about the treatment of PREP for HIV,0.10714285714285714,0.1738095238095238
2023-05-24 19:42:19+00:00,"catrinanortena fgrmexico que bueno que se castigue a los corruptos que tanto dano han hecho al pais pero que sea piso parejo y segalmex
y las corruptelas en pemex imss  insabi dos bocas los hijos de amlo los pobres de los hermanos la casa de houston la red de amigos de andy
piso parejo",alejandro900100,sebastian,mexico ,es,Catrinanortena fgrmexico that good that the corrupt that they have made so much to the country is punished but that is a stop and segalmex and the corrupt in the IMSS fighting two mouths two mouths the children of bad the poor of the brothers the brothers the house of Horton the network of friends the network of friends from Andy Parejo Floor,-0.19999999999999996,0.6777777777777777
2023-05-09 19:19:07+00:00,tuimss 995 jubilados supongo q son especialistas q edad tendranminimo 7075 sanos lo dudo experiencia si actualizados no para que habiendo especialistas jovenes con ideas y estudios actualizados cmn oftalmologia por lo menos 150 especialistas en un dia y solo experimentando,cesarolveragon1,cesar olvera gonzalez,unknown,es,Retired Tuimss I suppose that specialists are specialists will have healthy I doubt experience if up to date not so that there are young specialists with updated ideas and studies with ophthalmology at least specialists in one day and only experiencing,0.075,0.575
2023-06-25 05:46:52+00:00,tuimss zoerobledo no sumistraron el medicamento que necesitaba y el personal solo nos mentia de que ha estaba autorizado y nunca se lo pusieron se echaban la bolita entre el medico la subdirectora y la farmacia le pido sr robledo nos ayude hubo negligencia por parte de los medicos,ivntorr26,ivan torres,unknown,es,Tuimsss Zoerobledo did not supply the medication he needed and the staff only lied to us that he was authorized and they never put it on the ball between the doctor the deputy director and the pharmacy I ask him to help us there was negligence on the part of the doctors,0.0,1.0
2023-05-09 22:57:42+00:00,a mi hermana y a dos amigos les cancelaron sus operaciones esta semana en el imss que por falta de medicos nos estara viendo la cara de pndejos alguien que dijo que estariamos en salud como dinamarca,marioro1101,mario rosas,"xochimilco, distrito federal",es,My sister and two friends canceled their operations this week at the IMSS who will be seeing the face of assholes someone who said we would be in Health like Denmark like Denmark,0.0,0.0
2023-05-15 21:51:15+00:00,vozdeunchilango tuimss zoerobledo es que le dijeron que la leche materna es buena ,antoniocacho18,antonio cacho,unknown,es,VOICE DEUNCHILANGO TUIMSS ZOEROBLEDO is that they told him that breast milk is good,0.7,0.6000000000000001
2023-06-23 04:27:03+00:00,orosolidoredes buena noche nancy el dia de hoy le entregue en la manana documentacion el caso de fraude la secretaria de salud durante la administracion de cabeza de vaca sus amigos que eran servidores publicos estan al igual que el profugos en eeuu no se su pudo verlo ,oerjavier,javier ordonez,"jalisco, mexico",es,Orosolidorades Good Night Nancy today deliver to the morning documentation the case of fraud The Secretary of Health during the head of cow's head his friends who were public servants are just like the fugitive in the USA could not see him,0.18888888888888888,0.2777777777777778
2023-04-27 13:52:47+00:00,patyarmendariz tuimss ah pero tenian que venir a inventar el hilo negro para darse cuenta las ideas de la 4t eran una idiotez,onegrete,omar ng,mexico,es,Patyarmendariz tuimsss ah but they had to come to invent the black thread to realize the ideas of the were idiocy,-0.23333333333333334,0.4166666666666667
2023-05-02 01:46:38+00:00,gobiernomx tuimss en 5 anos   neta no te da penita becario,elmismojair,jair,morelos ,es,Tuimsss Government in NET,0.0,0.0
2023-06-14 16:32:45+00:00,mariocampa mikel deberia estar en la carcel por la corrupcion en el imss en su gestion,chepogmez1,chepo gomez ,unknown,es,Mariocampa Honey should be in jail for corruption in the IMSS in its management,-0.1,0.0
2023-06-12 23:34:15+00:00,la secretaria de salud reporto 84396 nuevos casos de este problema de saludmental a finales de 2020 en 2021 la cifra subio a 104719 y en 2022 se registraron 131454 depresion httpstcodm1bttgwlw,yoinfluyo,yo influyo,mexico city,es,The Secretary of Health reports new cases of this health problem at the end of in the figure up and in depression were recorded,0.13636363636363635,0.45454545454545453
2023-05-11 03:03:54+00:00,sobsecdmx gobcdmx ssaludcdmx opsomsmexico insabimx tuimss uta si me avisan manana seguro si llego a contemplarlo a tiempo ,azul_cometa,cometa azul,unknown,es,SOBSECDMX GOVERNMENT SSALUDCDMX OPSOMSMEXIC,0.0,0.0
2023-04-20 01:04:54+00:00,"carolinacorcho camaracolombia dios es muy grande no quiero ni imaginar que hubiese pasado si en el 2021 usted estuviese de minsalud una inepta que solo supo juzgar y cuando le toco actuar solo echo babas
tan mala que hasta petro la saco de la secretaria de salud de bogota",lucianolopez123,luciano lopez,la lengua es el azote del culo,es,Carolinacorcho Camaracolombia God is very big I do not want to imagine what would have happened if you were from Minsalud an inept that only knew how to judge and when I play acting only you just made so bad that even but I take her out of the Secretary of Health of Bocota,-0.13999999999999996,0.5593333333333332
2023-06-22 14:51:25+00:00,antier mi esposa entro a urgencias en el imss de la paz bcs y es este el sistema de salud como dinamarca que presumen los chairos y demas textoprostitutas del regimen de 4a 12 horas para darle de alta por una infeccion cronica neta permitiremos 6 anos mas de esta pesadilla httpstcocfjd0ttxie,sankarl41,carlillos garcia,la paz baja california sur,es,Before my wife entered the Emergencies in the IMSS of La Paz Bus and this is the health system like Denmark that boys and other text texts of the regime of hours to discharge for a net chronic infection we will allow more years of this nightmare,0.125,0.2916666666666667
2023-06-22 22:29:34+00:00,que chido se ve el canse digo imss bienestar sin clima muy al estilo clasico y todo ,pao_tsukino,pao 0036,unknown,es,How cool the tired I say IMSS well -being without a very classic style and everything,0.055555555555555546,0.5222222222222223
2023-05-18 19:05:24+00:00," atencion eres pensionado y extrabajador del imss necesitas un nuevo requisito para recibir tu pago de pension

httpstcotcxiya0aag",aztecabajio,tv azteca bajio,mexico,es,Attention you are a pensioner and worker of the IMSS you need a new requirement to receive your pension payment,0.13636363636363635,0.45454545454545453
2023-06-23 18:22:30+00:00,que nefastas las vueltas al imss ,karinamdrj,yazmin ,"sonora, mexico",es,What disastrous the IMSS,-0.7,0.8
2023-04-28 03:35:30+00:00,"cuantas empresas has creado cuantos empleos has generado cuantos trabajadores has dado de alta en el imss 

digo porque esta a toda madre ofrecer beneficios con dinero ajeno 

notienenmadre",jlozanoa,javier lozano a.,unknown,es,How many companies have created how many jobs you have generated how many workers you have registered in the IMSS I say because every mother is offering benefits with foreign money do not notice,0.34375,0.40625
2023-06-19 21:26:26+00:00,"amigos compartimos nuevo video del festival del mundo japon en el sindicato de trabajadores del imss churubusco subscribirse den click a la campanita en nuestro canal siganos en redes sociales y web su apoyo es muy valioso gracias
httpstcovibacgec8u",concentraarte,concentra arte oficial,"coyoacan, distrito federal ",es,Friends we share a new video of the Japan World Festival in the IMSS Churubusco Workers Union Subscribe click on the bell in our channel Signs in Social Networks and Web your support is very valuable thanks,0.14242424242424243,0.2553030303030303
2023-05-05 02:35:03+00:00, gracias familia imss badeba x otro dia de celebracion  hbd bday happybirthday happybirthdaytome felizcumpleanos felizcumpleanosami cumpleanosfeliz fyp foryou foryourpage foryoupage onwednesdayswewearpink  httpstco42k5wjc3lq,imichelino,+ imichelino(tm),"puerto vallarta, jalisco",es,"Thanks to the IMSS Chain X, another day of celebration Had Day Happybirthday HappyBirthdaytome Happy Happy Happy Cumpleanosami Birthday Feliz and Foro foryourPage Foryouppage OnwednesDayswewearPink",0.65,0.8
2023-05-14 21:12:25+00:00,salud hombres de mas de 40 anos deben acudir a revisiones preventivas imss  en cancer de prostata un diagnostico y tratamiento oportuno incrementan las posibilidades de curacion httpstcoa57i7hmpwl httpstcomenkdtqorp,expressanluis,semanario expres,"san luis potosi, mexico.",es,Health Men from more than years should go to IMSS preventive reviews in prostate cancer A diagnosis and timely treatment increase the possibilities of healing httpstcomenkdtqorp,0.5,0.5
2023-05-09 18:15:43+00:00,lopezobrador deberian tomar consulta en el imss y ahi se darian cuenta de la situacion que se vive,elguachin81,el guachin,puebla city,es,Lopezobrador should take consultation at the IMSS and there they would realize the situation that is lived,0.0,0.0
