date,drug1,drug2,drug3,drug4,drug5,drug6,drug7,drug8,drug1_sales,drug2_sales,drug3_sales,drug4_sales,drug5_sales,drug6_sales,drug7_sales,drug8_sales
7/28/2015,14.18,6.02,1.0,15.2,14.0,0.0,1.0,3.0,14180.0,4815.999999999999,1500.0,9120.0,7700.0,0.0,450.0,2700.0
7/29/2015,10.34,3.34,4.0,21.378,8.0,0.0,2.0,1.0,10340.0,2671.9999999999995,6000.0,12826.8,4400.0,0.0,900.0,900.0
7/30/2015,3.0,3.33,14.0,16.3,3.0,0.0,0.0,4.0,3000.0,2663.9999999999995,21000.0,9780.0,1650.0,0.0,0.0,3600.0
7/31/2015,5.5,9.0,6.2,24.0,8.0,0.0,0.0,6.0,5500.0,7199.999999999999,9300.0,14400.0,4400.0,0.0,0.0,5400.0
8/1/2015,5.0,5.0,4.0,19.0,14.0,0.0,0.0,2.0,5000.0,3999.9999999999995,6000.0,11400.0,7700.0,0.0,0.0,1800.0
8/2/2015,5.0,6.7,4.0,15.0,9.0,0.0,0.0,2.0,5000.0,5359.999999999999,6000.0,9000.0,4950.0,0.0,0.0,1800.0
8/3/2015,1.5,2.33,1.5,23.0,3.5,1.0,5.0,1.0,1500.0,1863.9999999999998,2250.0,13800.0,1925.0,10000.0,2250.0,900.0
8/4/2015,6.34,2.33,3.0,23.0,5.0,1.0,0.0,4.0,6340.0,1863.9999999999998,4500.0,13800.0,2750.0,10000.0,0.0,3600.0
8/5/2015,5.0,3.33,4.2,22.2,3.5,0.0,0.0,1.0,5000.0,2663.9999999999995,6300.0,13320.0,1925.0,0.0,0.0,900.0
8/6/2015,5.33,1.67,8.0,35.0,11.0,0.0,3.0,2.0,5330.0,1335.9999999999998,12000.0,21000.0,6050.0,0.0,1350.0,1800.0
8/7/2015,4.33,4.0,6.0,22.0,9.0,2.0,1.0,6.0,4330.0,3199.9999999999995,9000.0,13200.0,4950.0,20000.0,450.0,5400.0
8/8/2015,6.33,5.33,7.0,22.0,5.0,0.0,0.0,0.7,6330.0,4263.999999999999,10500.0,13200.0,2750.0,0.0,0.0,630.0
8/9/2015,5.0,3.66,2.0,21.0,5.0,0.0,2.0,3.0,5000.0,2927.9999999999995,3000.0,12600.0,2750.0,0.0,900.0,2700.0
8/10/2015,3.67,5.68,4.2,29.0,12.5,0.0,1.0,5.0,3670.0,4543.999999999999,6300.0,17400.0,6875.0,0.0,450.0,4500.0
8/11/2015,12.33,6.66,7.4,18.1,10.0,0.0,0.0,4.0,12330.0,5327.999999999999,11100.0,10860.0,5500.0,0.0,0.0,3600.0
8/12/2015,8.67,7.693,4.0,28.2,9.5,0.0,1.0,1.0,8670.0,6154.399999999999,6000.0,16920.0,5225.0,0.0,450.0,900.0
8/13/2015,8.0,2.0,6.0,23.438,9.0,0.0,3.0,3.0,8000.0,1599.9999999999998,9000.0,14062.8,4950.0,0.0,1350.0,2700.0
8/14/2015,3.0,4.66,4.0,16.7,5.0,0.0,1.0,4.0,3000.0,3727.9999999999995,6000.0,10020.0,2750.0,0.0,450.0,3600.0
8/15/2015,3.34,6.34,6.0,35.0,14.0,1.0,1.0,1.0,3340.0,5071.999999999999,9000.0,21000.0,7700.0,10000.0,450.0,900.0
8/16/2015,2.0,4.67,2.0,19.25,4.0,2.0,0.0,2.0,2000.0,3735.9999999999995,3000.0,11550.0,2200.0,20000.0,0.0,1800.0
8/17/2015,8.0,3.0,3.0,33.0,6.0,0.0,0.0,2.0,8000.0,2399.9999999999995,4500.0,19800.0,3300.0,0.0,0.0,1800.0
8/18/2015,6.01,2.67,3.0,24.0,16.0,0.0,3.0,1.0,6010.0,2135.9999999999995,4500.0,14400.0,8800.0,0.0,1350.0,900.0
8/19/2015,6.33,2.66,8.0,28.0,15.0,0.0,3.0,3.0,6330.0,2128.0,12000.0,16800.0,8250.0,0.0,1350.0,2700.0
8/20/2015,3.5,3.68,5.0,19.0,6.0,1.0,0.0,0.0,3500.0,2943.9999999999995,7500.0,11400.0,3300.0,10000.0,0.0,0.0
8/21/2015,6.0,0.67,3.0,34.0,8.0,1.0,1.0,4.0,6000.0,536.0,4500.0,20400.0,4400.0,10000.0,450.0,3600.0
8/22/2015,2.34,6.736,4.0,28.0,6.0,3.0,1.0,6.0,2340.0,5388.799999999999,6000.0,16800.0,3300.0,30000.0,450.0,5400.0
8/23/2015,8.99,5.33,3.0,28.0,8.0,0.0,2.0,2.0,8990.0,4263.999999999999,4500.0,16800.0,4400.0,0.0,900.0,1800.0
8/24/2015,8.5,3.66,3.4,45.1,8.0,0.0,0.0,1.0,8500.0,2927.9999999999995,5100.0,27060.0,4400.0,0.0,0.0,900.0
8/25/2015,2.34,2.67,4.0,23.5,20.0,0.0,1.0,3.0,2340.0,2135.9999999999995,6000.0,14100.0,11000.0,0.0,450.0,2700.0
8/26/2015,2.67,4.02,7.3,27.0,7.0,0.0,1.0,6.0,2670.0,3215.999999999999,10950.0,16200.0,3850.0,0.0,450.0,5400.0
8/27/2015,9.33,3.0,4.5,32.0,8.0,0.0,0.0,3.0,9330.0,2399.9999999999995,6750.0,19200.0,4400.0,0.0,0.0,2700.0
8/28/2015,7.0,8.67,1.0,15.1,12.0,0.0,0.0,3.0,7000.0,6935.999999999999,1500.0,9060.0,6600.0,0.0,0.0,2700.0
8/29/2015,10.84,10.34,4.0,23.2,4.0,3.0,3.0,2.0,10840.0,8271.999999999998,6000.0,13920.0,2200.0,30000.0,1350.0,1800.0
8/30/2015,11.0,6.02,3.5,21.0,3.0,0.0,6.0,4.0,11000.0,4815.999999999999,5250.0,12600.0,1650.0,0.0,2700.0,3600.0
8/31/2015,4.0,9.34,3.4,38.0,9.5,0.0,6.0,2.0,4000.0,7471.999999999999,5100.0,22800.0,5225.0,0.0,2700.0,1800.0
9/1/2015,8.18,2.84,4.4,28.25,8.0,0.0,0.0,3.0,8180.0,2271.9999999999995,6600.000000000001,16950.0,4400.0,0.0,0.0,2700.0
9/2/2015,5.33,7.0,3.0,31.3,9.5,0.0,5.0,5.0,5330.0,5599.999999999999,4500.0,18780.0,5225.0,0.0,2250.0,4500.0
9/3/2015,1.34,3.68,2.2,19.0,13.0,0.0,4.0,2.0,1340.0,2943.9999999999995,3300.0000000000005,11400.0,7150.0,0.0,1800.0,1800.0
9/4/2015,3.34,2.68,3.1,20.0,8.0,1.0,1.0,2.0,3340.0,2144.0,4650.0,12000.0,4400.0,10000.0,450.0,1800.0
9/5/2015,8.83,6.01,3.2,20.0,10.5,1.0,6.0,4.0,8830.0,4807.999999999999,4800.0,12000.0,5775.0,10000.0,2700.0,3600.0
9/6/2015,8.33,9.67,6.0,23.6,8.0,1.0,0.0,3.0,8330.0,7735.999999999999,9000.0,14160.0,4400.0,10000.0,0.0,2700.0
9/7/2015,4.34,6.124,2.5,32.8,7.0,1.0,5.0,2.0,4340.0,4899.199999999999,3750.0,19680.0,3850.0,10000.0,2250.0,1800.0
9/8/2015,2.67,1.693,5.0,29.2,4.0,0.0,2.0,4.0,2670.0,1354.3999999999999,7500.0,17520.0,2200.0,0.0,900.0,3600.0
9/9/2015,2.0,3.0,1.0,34.7,8.0,0.0,2.0,2.0,2000.0,2399.9999999999995,1500.0,20820.0,4400.0,0.0,900.0,1800.0
9/10/2015,6.0,3.99,4.2,21.2,18.0,0.0,2.0,2.0,6000.0,3191.9999999999995,6300.0,12720.0,9900.0,0.0,900.0,1800.0
9/11/2015,11.33,5.0,9.0,30.0,9.0,0.0,2.0,2.0,11330.0,3999.9999999999995,13500.0,18000.0,4950.0,0.0,900.0,1800.0
9/12/2015,4.66,7.66,5.2,63.3,6.0,3.0,0.0,2.0,4660.0,6127.999999999999,7800.0,37980.0,3300.0,30000.0,0.0,1800.0
9/13/2015,7.33,6.165,7.2,25.0,4.0,0.0,11.0,3.0,7330.0,4931.999999999999,10800.0,15000.0,2200.0,0.0,4950.0,2700.0
9/14/2015,4.68,5.0,1.0,31.3,14.0,0.0,0.0,0.0,4680.0,3999.9999999999995,1500.0,18780.0,7700.0,0.0,0.0,0.0
9/15/2015,3.33,5.076,4.2,23.8,7.5,0.0,6.0,5.0,3330.0,4060.7999999999993,6300.0,14280.0,4125.0,0.0,2700.0,4500.0
9/16/2015,0.67,4.835,2.2,16.6,6.0,0.0,2.0,1.0,670.0,3867.9999999999995,3300.0000000000005,9960.0,3300.0,0.0,900.0,900.0
9/17/2015,9.83,6.33,0.0,35.5,3.0,0.0,1.0,2.0,9830.0,5063.999999999999,0.0,21300.0,1650.0,0.0,450.0,1800.0
9/18/2015,3.34,1.33,3.0,16.0,4.0,0.0,4.0,3.0,3340.0,1064.0,4500.0,9600.0,2200.0,0.0,1800.0,2700.0
9/19/2015,6.83,0.99,7.0,37.0,7.0,0.0,4.0,5.0,6830.0,791.9999999999999,10500.0,22200.0,3850.0,0.0,1800.0,4500.0
9/20/2015,9.99,3.99,6.5,28.9,15.0,0.0,0.0,2.0,9990.0,3191.9999999999995,9750.0,17340.0,8250.0,0.0,0.0,1800.0
9/21/2015,2.0,10.0,2.0,46.7,6.0,0.0,0.0,2.0,2000.0,7999.999999999999,3000.0,28020.0,3300.0,0.0,0.0,1800.0
9/22/2015,6.99,1.33,4.0,19.5,10.0,2.0,5.0,5.0,6990.0,1064.0,6000.0,11700.0,5500.0,20000.0,2250.0,4500.0
9/23/2015,6.16,4.056,3.3,34.65,7.0,0.0,2.0,1.0,6160.0,3244.7999999999997,4950.0,20790.0,3850.0,0.0,900.0,900.0
9/24/2015,2.99,4.34,4.2,37.6,7.0,0.0,0.0,0.0,2990.0,3471.9999999999995,6300.0,22560.0,3850.0,0.0,0.0,0.0
9/25/2015,4.83,4.98,5.2,25.2,11.0,0.0,1.0,3.0,4830.0,3984.0,7800.0,15120.0,6050.0,0.0,450.0,2700.0
9/26/2015,12.42,3.33,2.5,33.0,6.0,1.0,7.0,2.0,12420.0,2663.9999999999995,3750.0,19800.0,3300.0,10000.0,3150.0,1800.0
9/27/2015,5.83,3.0,2.3,10.425,3.0,1.0,2.0,1.0,5830.0,2399.9999999999995,3449.9999999999995,6255.0,1650.0,10000.0,900.0,900.0
9/28/2015,1.0,1.33,2.0,15.4,8.0,0.0,17.0,2.0,1000.0,1064.0,3000.0,9240.0,4400.0,0.0,7650.0,1800.0
9/29/2015,6.33,4.363,1.0,39.7,7.0,0.0,0.0,0.0,6330.0,3490.3999999999996,1500.0,23820.0,3850.0,0.0,0.0,0.0
9/30/2015,5.32,4.33,4.0,22.5,9.0,0.0,0.0,1.0,5320.0,3463.9999999999995,6000.0,13500.0,4950.0,0.0,0.0,900.0
10/1/2015,9.66,5.99,4.0,34.562,2.0,0.0,5.0,2.0,9660.0,4791.999999999999,6000.0,20737.199999999997,1100.0,0.0,2250.0,1800.0
10/2/2015,5.0,4.726,4.0,37.3,5.0,0.0,5.0,1.0,5000.0,3780.7999999999993,6000.0,22380.0,2750.0,0.0,2250.0,900.0
10/3/2015,10.34,5.34,3.0,37.2,7.0,0.0,7.0,2.0,10340.0,4271.999999999999,4500.0,22320.0,3850.0,0.0,3150.0,1800.0
10/4/2015,7.0,4.0,4.0,59.0,3.0,0.0,16.0,2.0,7000.0,3199.9999999999995,6000.0,35400.0,1650.0,0.0,7200.0,1800.0
10/5/2015,5.0,2.373,2.2,70.95,11.0,1.0,7.0,5.0,5000.0,1898.3999999999999,3300.0000000000005,42570.0,6050.0,10000.0,3150.0,4500.0
10/6/2015,5.69,3.66,5.5,42.725,9.0,1.0,5.0,4.0,5690.0,2927.9999999999995,8250.0,25635.0,4950.0,10000.0,2250.0,3600.0
10/7/2015,7.33,2.66,6.0,44.3,8.0,0.0,5.0,2.0,7330.0,2128.0,9000.0,26580.0,4400.0,0.0,2250.0,1800.0
10/8/2015,8.82,4.33,3.0,30.7,5.0,0.0,20.0,0.0,8820.0,3463.9999999999995,4500.0,18420.0,2750.0,0.0,9000.0,0.0
10/9/2015,2.0,2.769,7.6,28.062,13.0,2.0,10.0,2.0,2000.0,2215.2,11400.0,16837.2,7150.0,20000.0,4500.0,1800.0
10/10/2015,6.16,5.66,3.0,46.3,19.5,0.0,1.0,0.0,6160.0,4527.999999999999,4500.0,27780.0,10725.0,0.0,450.0,0.0
10/11/2015,10.33,2.792,7.1,70.3,8.0,0.0,3.0,5.0,10330.0,2233.5999999999995,10650.0,42180.0,4400.0,0.0,1350.0,4500.0
10/12/2015,9.66,7.33,6.0,68.85,12.0,0.0,5.0,3.0,9660.0,5863.999999999999,9000.0,41310.0,6600.0,0.0,2250.0,2700.0
10/13/2015,3.83,7.0,5.2,63.8,5.5,0.0,5.0,1.0,3830.0,5599.999999999999,7800.0,38280.0,3025.0,0.0,2250.0,900.0
10/14/2015,4.66,7.33,3.9,38.6,7.0,0.0,0.0,1.0,4660.0,5863.999999999999,5850.0,23160.0,3850.0,0.0,0.0,900.0
10/15/2015,5.16,5.726,7.3,64.724,4.0,0.0,9.0,1.0,5160.0,4580.799999999999,10950.0,38834.4,2200.0,0.0,4050.0,900.0
10/16/2015,1.67,3.33,5.2,57.3,2.0,0.0,5.0,1.0,1670.0,2663.9999999999995,7800.0,34380.0,1100.0,0.0,2250.0,900.0
10/17/2015,10.34,2.837,3.4,74.3,8.0,0.0,0.0,1.0,10340.0,2269.6,5100.0,44580.0,4400.0,0.0,0.0,900.0
10/18/2015,7.34,6.54,4.9,55.6,3.0,1.0,8.0,8.0,7340.0,5231.999999999999,7350.000000000001,33360.0,1650.0,10000.0,3600.0,7200.0
10/19/2015,12.0,3.802,3.0,62.6,3.0,0.0,17.0,0.0,12000.0,3041.5999999999995,4500.0,37560.0,1650.0,0.0,7650.0,0.0
10/20/2015,3.34,1.99,2.3,44.7,6.0,0.0,10.0,5.0,3340.0,1591.9999999999998,3449.9999999999995,26820.0,3300.0,0.0,4500.0,4500.0
10/21/2015,8.66,2.363,3.2,36.8,9.0,1.0,1.0,4.0,8660.0,1890.3999999999996,4800.0,22080.0,4950.0,10000.0,450.0,3600.0
10/22/2015,4.33,0.34,0.0,35.262,9.0,0.0,2.0,2.0,4330.0,272.0,0.0,21157.2,4950.0,0.0,900.0,1800.0
10/23/2015,7.0,1.66,10.2,41.4,3.0,0.0,6.0,2.0,7000.0,1327.9999999999998,15299.999999999998,24840.0,1650.0,0.0,2700.0,1800.0
10/24/2015,9.84,8.35,9.1,67.4,8.0,0.0,4.0,2.0,9840.0,6679.999999999999,13650.0,40440.0,4400.0,0.0,1800.0,1800.0
10/25/2015,3.0,3.33,3.1,64.6,4.0,0.0,0.0,4.0,3000.0,2663.9999999999995,4650.0,38760.0,2200.0,0.0,0.0,3600.0
10/26/2015,9.0,5.33,8.0,53.3,8.0,1.0,2.0,2.0,9000.0,4263.999999999999,12000.0,31980.0,4400.0,10000.0,900.0,1800.0
10/27/2015,4.33,2.0,8.5,64.4,7.0,0.0,8.0,3.0,4330.0,1599.9999999999998,12750.0,38640.0,3850.0,0.0,3600.0,2700.0
10/28/2015,1.0,1.66,1.0,33.0,11.0,1.0,6.0,2.0,1000.0,1327.9999999999998,1500.0,19800.0,6050.0,10000.0,2700.0,1800.0
10/29/2015,2.33,3.693,1.3,38.3,8.0,0.0,0.0,1.0,2330.0,2954.3999999999996,1950.0,22980.0,4400.0,0.0,0.0,900.0
10/30/2015,5.33,3.67,3.2,49.6,8.0,0.0,5.0,3.0,5330.0,2935.9999999999995,4800.0,29760.0,4400.0,0.0,2250.0,2700.0
10/31/2015,5.66,4.65,8.0,58.4,6.0,0.0,7.0,1.0,5660.0,3719.9999999999995,12000.0,35040.0,3300.0,0.0,3150.0,900.0
11/1/2015,2.33,7.99,5.6,80.4,11.0,0.0,5.0,0.0,2330.0,6391.999999999999,8400.0,48240.0,6050.0,0.0,2250.0,0.0
11/2/2015,4.66,4.33,4.0,46.3,7.0,0.0,7.0,2.0,4660.0,3463.9999999999995,6000.0,27780.0,3850.0,0.0,3150.0,1800.0
11/3/2015,1.34,4.35,4.3,41.8,5.0,0.0,3.0,0.0,1340.0,3479.999999999999,6450.0,25080.0,2750.0,0.0,1350.0,0.0
11/4/2015,8.5,2.34,3.0,59.8,18.0,3.0,3.0,4.0,8500.0,1871.9999999999995,4500.0,35880.0,9900.0,30000.0,1350.0,3600.0
11/5/2015,4.33,3.561,7.4,45.0,3.0,0.0,0.0,2.0,4330.0,2848.7999999999997,11100.0,27000.0,1650.0,0.0,0.0,1800.0
11/6/2015,3.33,6.736,4.0,31.475,5.0,2.0,1.0,0.0,3330.0,5388.799999999999,6000.0,18885.0,2750.0,20000.0,450.0,0.0
11/7/2015,4.0,3.11,4.8,69.9,15.0,1.0,6.0,1.0,4000.0,2487.9999999999995,7200.0,41940.0,8250.0,10000.0,2700.0,900.0
11/8/2015,6.33,3.67,7.2,48.6,7.0,0.0,13.0,1.0,6330.0,2935.9999999999995,10800.0,29160.0,3850.0,0.0,5850.0,900.0
11/9/2015,3.66,6.198,4.2,40.75,3.0,1.0,12.0,1.0,3660.0,4958.4,6300.0,24450.0,1650.0,10000.0,5400.0,900.0
11/10/2015,6.33,7.482,10.0,41.2,8.0,0.0,9.0,2.0,6330.0,5985.599999999999,15000.0,24720.0,4400.0,0.0,4050.0,1800.0
11/11/2015,9.66,5.34,7.2,60.0,4.0,0.0,12.0,3.0,9660.0,4271.999999999999,10800.0,36000.0,2200.0,0.0,5400.0,2700.0
11/12/2015,6.0,4.33,6.0,24.0,11.0,0.0,20.0,0.0,6000.0,3463.9999999999995,9000.0,14400.0,6050.0,0.0,9000.0,0.0
11/13/2015,5.0,2.44,2.0,22.0,13.0,0.0,0.0,0.0,5000.0,1951.9999999999998,3000.0,13200.0,7150.0,0.0,0.0,0.0
11/14/2015,4.99,0.33,3.7,19.0,5.0,1.0,0.0,1.0,4990.0,264.0,5550.0,11400.0,2750.0,10000.0,0.0,900.0
11/15/2015,1.33,11.99,9.3,42.35,8.0,2.0,17.0,0.0,1330.0,9591.999999999998,13950.000000000002,25410.0,4400.0,20000.0,7650.0,0.0
11/16/2015,5.67,3.67,6.0,50.3,9.0,0.0,3.0,2.0,5670.0,2935.9999999999995,9000.0,30180.0,4950.0,0.0,1350.0,1800.0
11/17/2015,6.34,4.693,4.7,60.0,1.0,0.0,0.0,2.0,6340.0,3754.399999999999,7050.0,36000.0,550.0,0.0,0.0,1800.0
11/18/2015,6.34,5.33,5.5,24.5,11.0,0.0,0.0,2.0,6340.0,4263.999999999999,8250.0,14700.0,6050.0,0.0,0.0,1800.0
11/19/2015,2.0,2.99,2.1,26.4,22.0,0.0,0.0,0.0,2000.0,2392.0,3150.0,15840.0,12100.0,0.0,0.0,0.0
11/20/2015,5.66,1.66,3.8,25.6,2.0,2.0,10.0,3.0,5660.0,1327.9999999999998,5700.0,15360.0,1100.0,20000.0,4500.0,2700.0
11/21/2015,4.0,2.01,5.2,45.5,4.0,0.0,17.0,3.0,4000.0,1607.9999999999995,7800.0,27300.0,2200.0,0.0,7650.0,2700.0
11/22/2015,2.0,3.439,2.6,41.2,6.0,2.0,2.0,1.0,2000.0,2751.2,3900.0,24720.0,3300.0,20000.0,900.0,900.0
11/23/2015,3.0,1.0,4.7,69.0,3.0,0.0,1.0,2.0,3000.0,799.9999999999999,7050.0,41400.0,1650.0,0.0,450.0,1800.0
11/24/2015,5.0,6.33,6.4,19.8,12.0,3.0,1.0,5.0,5000.0,5063.999999999999,9600.0,11880.0,6600.0,30000.0,450.0,4500.0
11/25/2015,5.66,5.33,3.2,29.0,11.0,0.0,3.0,3.0,5660.0,4263.999999999999,4800.0,17400.0,6050.0,0.0,1350.0,2700.0
11/26/2015,4.33,4.0,2.0,25.975,8.0,0.0,0.0,0.0,4330.0,3199.9999999999995,3000.0,15585.0,4400.0,0.0,0.0,0.0
11/27/2015,0.67,4.373,2.0,20.8,7.0,0.0,0.0,0.0,670.0,3498.3999999999996,3000.0,12480.0,3850.0,0.0,0.0,0.0
11/28/2015,6.33,3.66,4.0,46.825,3.0,0.0,10.0,1.0,6330.0,2927.9999999999995,6000.0,28095.0,1650.0,0.0,4500.0,900.0
11/29/2015,6.66,3.726,6.0,42.2,1.0,0.0,4.0,0.0,6660.0,2980.7999999999997,9000.0,25320.0,550.0,0.0,1800.0,0.0
11/30/2015,7.33,1.825,5.0,35.3,5.0,1.0,6.0,3.0,7330.0,1459.9999999999998,7500.0,21180.0,2750.0,10000.0,2700.0,2700.0
12/1/2015,1.99,2.023,6.3,23.9,4.0,1.0,5.0,1.0,1990.0,1618.3999999999999,9450.0,14340.0,2200.0,10000.0,2250.0,900.0
12/2/2015,1.0,3.33,2.4,42.0,23.0,4.0,0.0,0.0,1000.0,2663.9999999999995,3600.0,25200.0,12650.0,40000.0,0.0,0.0
12/3/2015,4.0,3.0,5.6,56.0,6.0,1.0,1.0,1.0,4000.0,2399.9999999999995,8400.0,33600.0,3300.0,10000.0,450.0,900.0
12/4/2015,3.33,4.759,4.7,25.6,9.0,3.0,3.0,1.0,3330.0,3807.2,7050.0,15360.0,4950.0,30000.0,1350.0,900.0
12/5/2015,8.0,3.033,2.0,35.05,2.0,0.0,7.0,2.33,8000.0,2426.3999999999996,3000.0,21030.0,1100.0,0.0,3150.0,2097.0
12/6/2015,5.67,7.0,3.4,60.4,5.0,2.0,3.0,1.0,5670.0,5599.999999999999,5100.0,36240.0,2750.0,20000.0,1350.0,900.0
12/7/2015,3.0,2.099,2.2,26.5,6.0,1.0,11.0,6.0,3000.0,1679.1999999999998,3300.0000000000005,15900.0,3300.0,10000.0,4950.0,5400.0
12/8/2015,2.0,6.34,2.0,41.325,8.0,0.0,0.0,0.0,2000.0,5071.999999999999,3000.0,24795.0,4400.0,0.0,0.0,0.0
12/9/2015,3.34,3.472,7.0,41.262,16.0,0.0,3.0,1.0,3340.0,2777.5999999999995,10500.0,24757.2,8800.0,0.0,1350.0,900.0
12/10/2015,11.66,10.69,16.0,31.9,9.0,0.0,9.0,2.1,11660.0,8551.999999999998,24000.0,19140.0,4950.0,0.0,4050.0,1890.0
12/11/2015,5.84,6.165,3.0,22.7,9.0,0.0,16.0,1.0,5840.0,4931.999999999999,4500.0,13620.0,4950.0,0.0,7200.0,900.0
12/12/2015,6.34,3.2,3.0,42.2,5.0,2.0,6.0,1.0,6340.0,2560.0,4500.0,25320.0,2750.0,20000.0,2700.0,900.0
12/13/2015,9.33,4.32,7.0,29.0,5.0,0.0,27.0,0.0,9330.0,3455.9999999999995,10500.0,17400.0,2750.0,0.0,12150.0,0.0
12/14/2015,5.0,3.0,6.6,37.4,11.0,0.0,21.0,1.0,5000.0,2399.9999999999995,9900.0,22440.0,6050.0,0.0,9450.0,900.0
12/15/2015,4.99,2.0,5.0,42.0,3.0,1.0,2.0,1.0,4990.0,1599.9999999999998,7500.0,25200.0,1650.0,10000.0,900.0,900.0
12/16/2015,6.67,4.0,4.0,42.0,11.0,1.0,11.0,0.0,6670.0,3199.9999999999995,6000.0,25200.0,6050.0,10000.0,4950.0,0.0
12/17/2015,9.0,3.01,3.0,25.0,7.0,0.0,0.0,2.0,9000.0,2407.9999999999995,4500.0,15000.0,3850.0,0.0,0.0,1800.0
12/18/2015,4.33,8.901,4.3,27.2,12.0,4.0,2.0,1.0,4330.0,7120.799999999999,6450.0,16320.0,6600.0,40000.0,900.0,900.0
12/19/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12/20/2015,3.0,3.474,2.2,43.0,3.0,0.0,16.0,1.0,3000.0,2779.2,3300.0000000000005,25800.0,1650.0,0.0,7200.0,900.0
12/21/2015,5.0,6.34,2.0,53.6,14.0,0.0,6.0,0.4,5000.0,5071.999999999999,3000.0,32160.0,7700.0,0.0,2700.0,360.0
12/22/2015,5.66,0.0,5.0,48.0,6.0,0.0,13.0,1.0,5660.0,0.0,7500.0,28800.0,3300.0,0.0,5850.0,900.0
12/23/2015,3.33,4.01,2.3,28.8,3.0,0.0,0.0,0.0,3330.0,3207.9999999999995,3449.9999999999995,17280.0,1650.0,0.0,0.0,0.0
12/24/2015,7.33,3.396,5.0,28.3,5.0,0.0,16.0,0.0,7330.0,2716.7999999999997,7500.0,16980.0,2750.0,0.0,7200.0,0.0
12/25/2015,0.66,4.66,2.0,20.662,28.0,2.0,1.0,1.0,660.0,3727.9999999999995,3000.0,12397.199999999999,15400.0,20000.0,450.0,900.0
12/26/2015,4.67,1.66,5.0,87.2,15.0,3.0,0.0,4.3,4670.0,1327.9999999999998,7500.0,52320.0,8250.0,30000.0,0.0,3870.0
12/27/2015,5.33,6.792,5.2,63.5,4.0,0.0,14.0,4.6,5330.0,5433.599999999999,7800.0,38100.0,2200.0,0.0,6300.0,4140.0
12/28/2015,4.0,5.099,9.2,61.5,18.0,3.0,26.0,1.0,4000.0,4079.1999999999994,13799.999999999998,36900.0,9900.0,30000.0,11700.0,900.0
12/29/2015,10.67,2.33,2.0,71.6,9.0,0.0,2.0,3.0,10670.0,1863.9999999999998,3000.0,42960.0,4950.0,0.0,900.0,2700.0
12/30/2015,6.66,7.089,2.0,56.4,12.0,0.0,4.0,2.0,6660.0,5671.2,3000.0,33840.0,6600.0,0.0,1800.0,1800.0
12/31/2015,7.66,6.099,7.6,44.35,18.0,0.0,6.0,1.0,7660.0,4879.2,11400.0,26610.0,9900.0,0.0,2700.0,900.0
1/1/2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1/2/2016,0.34,1.02,1.0,51.2,0.0,1.0,5.0,5.0,340.0,815.9999999999999,1500.0,30720.0,0.0,10000.0,2250.0,4500.0
1/3/2016,4.0,4.0,2.5,56.1,1.0,0.0,5.0,1.0,4000.0,3199.9999999999995,3750.0,33660.0,550.0,0.0,2250.0,900.0
1/4/2016,7.33,5.99,6.0,46.6,6.0,0.0,12.0,1.0,7330.0,4791.999999999999,9000.0,27960.0,3300.0,0.0,5400.0,900.0
1/5/2016,5.33,5.99,4.6,38.6,15.0,0.0,5.0,1.0,5330.0,4791.999999999999,6899.999999999999,23160.0,8250.0,0.0,2250.0,900.0
1/6/2016,6.66,3.0,6.0,61.9,2.0,0.0,12.0,2.0,6660.0,2399.9999999999995,9000.0,37140.0,1100.0,0.0,5400.0,1800.0
1/7/2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1/8/2016,8.0,3.463,7.7,39.2,8.0,3.0,2.0,2.0,8000.0,2770.3999999999996,11550.0,23520.0,4400.0,30000.0,900.0,1800.0
1/9/2016,7.33,2.66,5.0,88.3,9.0,0.0,3.0,3.0,7330.0,2128.0,7500.0,52980.0,4950.0,0.0,1350.0,2700.0
1/10/2016,7.0,4.033,12.0,67.6,8.0,1.0,1.0,0.0,7000.0,3226.3999999999996,18000.0,40560.0,4400.0,10000.0,450.0,0.0
1/11/2016,9.34,5.66,7.0,64.9,18.0,0.0,0.0,4.0,9340.0,4527.999999999999,10500.0,38940.0,9900.0,0.0,0.0,3600.0
1/12/2016,12.0,3.132,12.0,61.35,8.0,0.0,0.0,0.0,12000.0,2505.6,18000.0,36810.0,4400.0,0.0,0.0,0.0
1/13/2016,9.0,1.66,5.0,41.7,15.0,0.0,1.0,2.0,9000.0,1327.9999999999998,7500.0,25020.0,8250.0,0.0,450.0,1800.0
1/14/2016,2.0,5.155,6.0,69.0,18.0,0.0,8.0,2.0,2000.0,4124.0,9000.0,41400.0,9900.0,0.0,3600.0,1800.0
1/15/2016,8.98,4.66,10.6,18.1,8.0,0.0,10.0,2.0,8980.0,3727.9999999999995,15900.0,10860.0,4400.0,0.0,4500.0,1800.0
